conText v3.0.1 successfully loaded. Note this version of the package comes with significant changes to the conText() function.
                        See Quick Start Guide for help getting started and instructions for accessing older versions of the package:
 https://github.com/prodriguezsosa/conText/blob/master/vignettes/quickstart.md
Package version: 4.3.1
Unicode version: 15.1
ICU version: 74.2
Parallel computing: 2 of 2 threads used.
See https://quanteda.io for tutorials and examples.

Attaching package: 'dplyr'

The following objects are masked from 'package:stats':

    filter, lag

The following objects are masked from 'package:base':

    intersect, setdiff, setequal, union

Task 47 -> topic: 118
1458 instances of "broadcast" found.
1358 instances of "broadcast" found.
1416 instances of "broadcast" found.
1384 instances of "broadcast" found.
1279 instances of "broadcast" found.
1436 instances of "broadcast" found.
1410 instances of "broadcast" found.
1487 instances of "broadcast" found.
1337 instances of "broadcast" found.
1326 instances of "broadcast" found.
1539 instances of "broadcast" found.
1431 instances of "broadcast" found.
1440 instances of "broadcast" found.
1496 instances of "broadcast" found.
1425 instances of "broadcast" found.
1347 instances of "broadcast" found.
1394 instances of "broadcast" found.
1384 instances of "broadcast" found.
1394 instances of "broadcast" found.
1391 instances of "broadcast" found.
698 instances of "cnn" found.
885 instances of "cnn" found.
857 instances of "cnn" found.
766 instances of "cnn" found.
720 instances of "cnn" found.
709 instances of "cnn" found.
806 instances of "cnn" found.
956 instances of "cnn" found.
911 instances of "cnn" found.
893 instances of "cnn" found.
796 instances of "cnn" found.
794 instances of "cnn" found.
832 instances of "cnn" found.
786 instances of "cnn" found.
656 instances of "cnn" found.
918 instances of "cnn" found.
849 instances of "cnn" found.
729 instances of "cnn" found.
821 instances of "cnn" found.
763 instances of "cnn" found.
503 instances of "anchor" found.
557 instances of "anchor" found.
466 instances of "anchor" found.
539 instances of "anchor" found.
532 instances of "anchor" found.
433 instances of "anchor" found.
568 instances of "anchor" found.
526 instances of "anchor" found.
604 instances of "anchor" found.
483 instances of "anchor" found.
529 instances of "anchor" found.
616 instances of "anchor" found.
551 instances of "anchor" found.
576 instances of "anchor" found.
471 instances of "anchor" found.
492 instances of "anchor" found.
502 instances of "anchor" found.
564 instances of "anchor" found.
527 instances of "anchor" found.
559 instances of "anchor" found.
420 instances of "nielsen" found.
444 instances of "nielsen" found.
517 instances of "nielsen" found.
441 instances of "nielsen" found.
432 instances of "nielsen" found.
388 instances of "nielsen" found.
409 instances of "nielsen" found.
527 instances of "nielsen" found.
361 instances of "nielsen" found.
322 instances of "nielsen" found.
438 instances of "nielsen" found.
454 instances of "nielsen" found.
468 instances of "nielsen" found.
385 instances of "nielsen" found.
382 instances of "nielsen" found.
364 instances of "nielsen" found.
395 instances of "nielsen" found.
409 instances of "nielsen" found.
380 instances of "nielsen" found.
438 instances of "nielsen" found.
283 instances of "prime-time" found.
280 instances of "prime-time" found.
213 instances of "prime-time" found.
225 instances of "prime-time" found.
208 instances of "prime-time" found.
230 instances of "prime-time" found.
253 instances of "prime-time" found.
272 instances of "prime-time" found.
254 instances of "prime-time" found.
217 instances of "prime-time" found.
265 instances of "prime-time" found.
224 instances of "prime-time" found.
271 instances of "prime-time" found.
255 instances of "prime-time" found.
240 instances of "prime-time" found.
245 instances of "prime-time" found.
238 instances of "prime-time" found.
227 instances of "prime-time" found.
278 instances of "prime-time" found.
270 instances of "prime-time" found.
190 instances of "msnbc" found.
199 instances of "msnbc" found.
226 instances of "msnbc" found.
202 instances of "msnbc" found.
189 instances of "msnbc" found.
204 instances of "msnbc" found.
216 instances of "msnbc" found.
242 instances of "msnbc" found.
194 instances of "msnbc" found.
192 instances of "msnbc" found.
186 instances of "msnbc" found.
191 instances of "msnbc" found.
183 instances of "msnbc" found.
198 instances of "msnbc" found.
189 instances of "msnbc" found.
197 instances of "msnbc" found.
177 instances of "msnbc" found.
245 instances of "msnbc" found.
204 instances of "msnbc" found.
159 instances of "msnbc" found.
251 instances of "mtv" found.
290 instances of "mtv" found.
328 instances of "mtv" found.
328 instances of "mtv" found.
281 instances of "mtv" found.
326 instances of "mtv" found.
317 instances of "mtv" found.
265 instances of "mtv" found.
316 instances of "mtv" found.
346 instances of "mtv" found.
296 instances of "mtv" found.
309 instances of "mtv" found.
278 instances of "mtv" found.
284 instances of "mtv" found.
305 instances of "mtv" found.
293 instances of "mtv" found.
281 instances of "mtv" found.
223 instances of "mtv" found.
267 instances of "mtv" found.
397 instances of "mtv" found.
170 instances of "cbs-news" found.
184 instances of "cbs-news" found.
186 instances of "cbs-news" found.
180 instances of "cbs-news" found.
203 instances of "cbs-news" found.
142 instances of "cbs-news" found.
183 instances of "cbs-news" found.
206 instances of "cbs-news" found.
174 instances of "cbs-news" found.
168 instances of "cbs-news" found.
195 instances of "cbs-news" found.
205 instances of "cbs-news" found.
149 instances of "cbs-news" found.
182 instances of "cbs-news" found.
161 instances of "cbs-news" found.
181 instances of "cbs-news" found.
172 instances of "cbs-news" found.
194 instances of "cbs-news" found.
154 instances of "cbs-news" found.
189 instances of "cbs-news" found.
166 instances of "nbc-news" found.
168 instances of "nbc-news" found.
157 instances of "nbc-news" found.
171 instances of "nbc-news" found.
138 instances of "nbc-news" found.
172 instances of "nbc-news" found.
151 instances of "nbc-news" found.
173 instances of "nbc-news" found.
170 instances of "nbc-news" found.
173 instances of "nbc-news" found.
197 instances of "nbc-news" found.
187 instances of "nbc-news" found.
172 instances of "nbc-news" found.
148 instances of "nbc-news" found.
191 instances of "nbc-news" found.
159 instances of "nbc-news" found.
188 instances of "nbc-news" found.
171 instances of "nbc-news" found.
207 instances of "nbc-news" found.
143 instances of "nbc-news" found.
84 instances of "wb" found.
70 instances of "wb" found.
60 instances of "wb" found.
67 instances of "wb" found.
48 instances of "wb" found.
80 instances of "wb" found.
85 instances of "wb" found.
63 instances of "wb" found.
43 instances of "wb" found.
95 instances of "wb" found.
87 instances of "wb" found.
44 instances of "wb" found.
56 instances of "wb" found.
73 instances of "wb" found.
53 instances of "wb" found.
74 instances of "wb" found.
57 instances of "wb" found.
46 instances of "wb" found.
67 instances of "wb" found.
88 instances of "wb" found.
107 instances of "telecast" found.
92 instances of "telecast" found.
96 instances of "telecast" found.
104 instances of "telecast" found.
115 instances of "telecast" found.
108 instances of "telecast" found.
105 instances of "telecast" found.
99 instances of "telecast" found.
124 instances of "telecast" found.
91 instances of "telecast" found.
120 instances of "telecast" found.
106 instances of "telecast" found.
107 instances of "telecast" found.
104 instances of "telecast" found.
103 instances of "telecast" found.
95 instances of "telecast" found.
120 instances of "telecast" found.
110 instances of "telecast" found.
74 instances of "telecast" found.
135 instances of "telecast" found.
299 instances of "viewer" found.
320 instances of "viewer" found.
286 instances of "viewer" found.
270 instances of "viewer" found.
274 instances of "viewer" found.
287 instances of "viewer" found.
296 instances of "viewer" found.
295 instances of "viewer" found.
272 instances of "viewer" found.
286 instances of "viewer" found.
306 instances of "viewer" found.
260 instances of "viewer" found.
316 instances of "viewer" found.
273 instances of "viewer" found.
278 instances of "viewer" found.
313 instances of "viewer" found.
282 instances of "viewer" found.
269 instances of "viewer" found.
257 instances of "viewer" found.
288 instances of "viewer" found.
76 instances of "couric" found.
67 instances of "couric" found.
36 instances of "couric" found.
59 instances of "couric" found.
58 instances of "couric" found.
49 instances of "couric" found.
41 instances of "couric" found.
55 instances of "couric" found.
62 instances of "couric" found.
60 instances of "couric" found.
87 instances of "couric" found.
33 instances of "couric" found.
95 instances of "couric" found.
49 instances of "couric" found.
41 instances of "couric" found.
60 instances of "couric" found.
50 instances of "couric" found.
52 instances of "couric" found.
43 instances of "couric" found.
72 instances of "couric" found.
134 instances of "anchors" found.
156 instances of "anchors" found.
150 instances of "anchors" found.
145 instances of "anchors" found.
144 instances of "anchors" found.
133 instances of "anchors" found.
111 instances of "anchors" found.
150 instances of "anchors" found.
162 instances of "anchors" found.
141 instances of "anchors" found.
160 instances of "anchors" found.
196 instances of "anchors" found.
159 instances of "anchors" found.
133 instances of "anchors" found.
107 instances of "anchors" found.
138 instances of "anchors" found.
149 instances of "anchors" found.
143 instances of "anchors" found.
135 instances of "anchors" found.
151 instances of "anchors" found.
87 instances of "brokaw" found.
137 instances of "brokaw" found.
70 instances of "brokaw" found.
143 instances of "brokaw" found.
80 instances of "brokaw" found.
109 instances of "brokaw" found.
82 instances of "brokaw" found.
71 instances of "brokaw" found.
67 instances of "brokaw" found.
67 instances of "brokaw" found.
95 instances of "brokaw" found.
72 instances of "brokaw" found.
99 instances of "brokaw" found.
62 instances of "brokaw" found.
91 instances of "brokaw" found.
76 instances of "brokaw" found.
98 instances of "brokaw" found.
102 instances of "brokaw" found.
66 instances of "brokaw" found.
106 instances of "brokaw" found.
76 instances of "viewership" found.
102 instances of "viewership" found.
130 instances of "viewership" found.
92 instances of "viewership" found.
72 instances of "viewership" found.
85 instances of "viewership" found.
82 instances of "viewership" found.
89 instances of "viewership" found.
107 instances of "viewership" found.
97 instances of "viewership" found.
86 instances of "viewership" found.
143 instances of "viewership" found.
91 instances of "viewership" found.
94 instances of "viewership" found.
95 instances of "viewership" found.
105 instances of "viewership" found.
127 instances of "viewership" found.
104 instances of "viewership" found.
99 instances of "viewership" found.
100 instances of "viewership" found.
65 instances of "on-air" found.
81 instances of "on-air" found.
79 instances of "on-air" found.
63 instances of "on-air" found.
71 instances of "on-air" found.
80 instances of "on-air" found.
78 instances of "on-air" found.
92 instances of "on-air" found.
72 instances of "on-air" found.
63 instances of "on-air" found.
71 instances of "on-air" found.
81 instances of "on-air" found.
84 instances of "on-air" found.
78 instances of "on-air" found.
65 instances of "on-air" found.
84 instances of "on-air" found.
84 instances of "on-air" found.
71 instances of "on-air" found.
73 instances of "on-air" found.
58 instances of "on-air" found.
43 instances of "koppel" found.
81 instances of "koppel" found.
55 instances of "koppel" found.
56 instances of "koppel" found.
75 instances of "koppel" found.
87 instances of "koppel" found.
41 instances of "koppel" found.
59 instances of "koppel" found.
98 instances of "koppel" found.
69 instances of "koppel" found.
42 instances of "koppel" found.
48 instances of "koppel" found.
38 instances of "koppel" found.
46 instances of "koppel" found.
50 instances of "koppel" found.
56 instances of "koppel" found.
33 instances of "koppel" found.
63 instances of "koppel" found.
74 instances of "koppel" found.
55 instances of "koppel" found.
124 instances of "miniseries" found.
100 instances of "miniseries" found.
86 instances of "miniseries" found.
104 instances of "miniseries" found.
91 instances of "miniseries" found.
89 instances of "miniseries" found.
90 instances of "miniseries" found.
83 instances of "miniseries" found.
93 instances of "miniseries" found.
82 instances of "miniseries" found.
66 instances of "miniseries" found.
81 instances of "miniseries" found.
83 instances of "miniseries" found.
82 instances of "miniseries" found.
95 instances of "miniseries" found.
88 instances of "miniseries" found.
103 instances of "miniseries" found.
82 instances of "miniseries" found.
91 instances of "miniseries" found.
61 instances of "miniseries" found.
Saved topic: 118
